sale_id,sale_date,customer_name,customer_city,product_name,product_category,unit_price,quantity,total_amount,seller_name,sales_channel,sale_status,payment_method
1043,2025-03-28,Customer_283,Vicente Lopez,Argentina Jersey,Jersey,65000,3,195000,Martin,WhatsApp,Closed,Transfer
1044,2024-02-06,Customer_190,San Isidro,Football Socks,Accessories,12000,1,12000,Martin,Instagram,Pending,Cash
1045,2025-01-08,Customer_21,Olivos,Boca Jersey,Jersey,55000,1,55000,David,Instagram,Cancelled,Transfer
1046,2025-02-20,Customer_318,Buenos Aires,Puma Future,Boots,138000,2,276000,David,Instagram,Closed,Debit
1047,2024-12-06,Customer_211,Buenos Aires,Boca Jersey,Jersey,55000,1,55000,Lucas,Instagram,Cancelled,Transfer
1048,2025-04-26,Customer_114,Buenos Aires,Training Shorts,Shorts,28000,1,28000,Lucas,MercadoLibre,Pending,Cash
1049,2024-07-16,Customer_205,Olivos,Nike Mercurial,Boots,145000,1,145000,Lucas,WhatsApp,Pending,Credit Card
1050,2025-02-13,Customer_348,San Isidro,Gym Hoodie,Training,85000,2,170000,Lucas,WhatsApp,Closed,Credit Card
1051,2024-09-28,Customer_20,CABA,Argentina Jersey,Jersey,65000,2,130000,Martin,Referral,Pending,Credit Card
1052,2025-06-07,Customer_60,Vicente Lopez,Training Shorts,Shorts,28000,2,56000,Martin,Instagram,Pending,Transfer
1053,2024-01-02,Customer_267,San Isidro,Football Socks,Accessories,12000,2,24000,Martin,Instagram,Pending,Debit
1054,2024-12-04,Customer_320,Olivos,River Jersey,Jersey,56000,3,168000,Martin,WhatsApp,Cancelled,Credit Card
1055,2025-02-22,Customer_168,Vicente Lopez,Training Jacket,Training,78000,1,78000,Martin,MercadoLibre,Cancelled,Cash
1056,2025-01-23,Customer_347,Buenos Aires,Nike Mercurial,Boots,145000,2,290000,Martin,MercadoLibre,Pending,Transfer
1057,2024-08-03,Customer_221,San Isidro,Adidas Predator,Boots,160000,1,160000,Martin,MercadoLibre,Pending,Debit
1058,2024-08-06,Customer_262,Vicente Lopez,Compression Shorts,Shorts,35000,3,105000,Martin,Instagram,Cancelled,Transfer
1059,2024-12-09,Customer_48,Buenos Aires,Adidas Predator,Boots,160000,2,320000,Martin,MercadoLibre,Closed,Cash
1060,2024-02-17,Customer_126,Vicente Lopez,Argentina Jersey,Jersey,65000,1,65000,Martin,WhatsApp,Pending,Debit
1061,2024-07-18,Customer_197,Vicente Lopez,Gym Hoodie,Training,85000,2,170000,Lucas,Instagram,Closed,Transfer
1062,2025-03-11,Customer_113,Buenos Aires,Captain Armband,Accessories,10000,1,10000,Martin,Referral,Closed,Cash
1063,2025-04-12,Customer_69,Vicente Lopez,Sports Backpack,Accessories,26000,1,26000,Martin,MercadoLibre,Pending,Debit
1064,2025-04-01,Customer_82,Vicente Lopez,Sports Backpack,Accessories,26000,2,52000,Lucas,MercadoLibre,Closed,Credit Card
1065,2025-05-11,Customer_321,Buenos Aires,Captain Armband,Accessories,10000,2,20000,Lucas,Referral,Closed,Credit Card
1066,2024-12-09,Customer_164,San Isidro,Nike Mercurial,Boots,145000,1,145000,David,Instagram,Closed,Cash
1067,2024-06-05,Customer_110,CABA,Training Shorts,Shorts,28000,3,84000,Lucas,Referral,Pending,Debit
1068,2024-07-30,Customer_216,Vicente Lopez,Training Shorts,Shorts,28000,1,28000,Martin,WhatsApp,Cancelled,Debit
1069,2024-12-26,Customer_153,Vicente Lopez,Compression Shorts,Shorts,35000,1,35000,Lucas,Instagram,Pending,Cash
1070,2025-05-12,Customer_15,Vicente Lopez,Adidas Predator,Boots,160000,2,320000,Lucas,Referral,Cancelled,Cash
1071,2024-05-10,Customer_319,San Isidro,Sports Backpack,Accessories,26000,2,52000,David,Referral,Cancelled,Transfer
1072,2025-03-14,Customer_70,Vicente Lopez,River Jersey,Jersey,56000,3,168000,David,WhatsApp,Pending,Debit
1073,2025-04-10,Customer_168,Olivos,Puma Future,Boots,138000,1,138000,Lucas,MercadoLibre,Pending,Credit Card
1074,2025-04-26,Customer_10,San Isidro,Sports Backpack,Accessories,26000,1,26000,David,MercadoLibre,Closed,Transfer
1075,2024-02-11,Customer_16,Buenos Aires,Captain Armband,Accessories,10000,3,30000,David,WhatsApp,Cancelled,Cash
1076,2025-04-29,Customer_343,CABA,Nike Mercurial,Boots,145000,1,145000,Martin,Instagram,Pending,Credit Card
1077,2024-06-20,Customer_311,San Isidro,Captain Armband,Accessories,10000,1,10000,Martin,WhatsApp,Closed,Credit Card
1078,2024-01-27,Customer_160,San Isidro,River Jersey,Jersey,56000,2,112000,Martin,Referral,Pending,Cash
1079,2024-09-05,Customer_53,Olivos,River Jersey,Jersey,56000,2,112000,Martin,WhatsApp,Cancelled,Transfer
1080,2025-03-14,Customer_339,Olivos,Puma Future,Boots,138000,2,276000,David,MercadoLibre,Closed,Debit
1081,2024-04-18,Customer_222,Olivos,Sports Backpack,Accessories,26000,2,52000,Martin,Referral,Cancelled,Cash
1082,2025-06-18,Customer_334,Olivos,Training Shorts,Shorts,28000,1,28000,Martin,Referral,Pending,Debit
1083,2024-10-01,Customer_166,Buenos Aires,Sports Backpack,Accessories,26000,3,78000,David,MercadoLibre,Pending,Cash
1084,2025-01-23,Customer_173,CABA,Captain Armband,Accessories,10000,2,20000,Lucas,MercadoLibre,Closed,Debit
1085,2024-09-21,Customer_175,Olivos,Nike Mercurial,Boots,145000,1,145000,Martin,MercadoLibre,Cancelled,Transfer
1086,2024-03-28,Customer_124,Vicente Lopez,Training Jacket,Training,78000,1,78000,Lucas,Instagram,Cancelled,Debit
1087,2025-05-17,Customer_230,CABA,Gym Hoodie,Training,85000,3,255000,David,MercadoLibre,Closed,Debit
1088,2024-11-09,Customer_340,San Isidro,Football Socks,Accessories,12000,1,12000,Lucas,Referral,Cancelled,Credit Card
1089,2024-12-04,Customer_181,Vicente Lopez,Training Shorts,Shorts,28000,3,84000,Lucas,MercadoLibre,Pending,Cash
1090,2024-07-16,Customer_162,CABA,River Jersey,Jersey,56000,3,168000,Martin,Instagram,Closed,Cash
1091,2024-10-10,Customer_302,San Isidro,Football Socks,Accessories,12000,2,24000,Martin,MercadoLibre,Closed,Cash
1092,2025-01-04,Customer_92,Olivos,Adidas Predator,Boots,160000,1,160000,David,Instagram,Pending,Transfer
1093,2024-10-26,Customer_65,Vicente Lopez,Boca Jersey,Jersey,55000,2,110000,David,WhatsApp,Cancelled,Credit Card
1094,2025-03-27,Customer_175,Buenos Aires,Compression Shorts,Shorts,35000,2,70000,David,MercadoLibre,Pending,Transfer
1095,2025-02-14,Customer_252,CABA,Sports Backpack,Accessories,26000,1,26000,Martin,WhatsApp,Closed,Cash
1096,2024-11-07,Customer_44,Buenos Aires,Captain Armband,Accessories,10000,2,20000,David,Referral,Cancelled,Cash
1097,2025-01-24,Customer_231,Vicente Lopez,Captain Armband,Accessories,10000,2,20000,Lucas,Referral,Pending,Transfer
1098,2024-04-11,Customer_107,Buenos Aires,Training Pants,Training,62000,3,186000,Lucas,WhatsApp,Closed,Cash
1099,2024-03-17,Customer_81,CABA,Argentina Jersey,Jersey,65000,2,130000,Lucas,Referral,Cancelled,Debit
1100,2024-08-25,Customer_148,Olivos,Adidas Predator,Boots,160000,1,160000,Martin,Referral,Closed,Cash
1101,2024-07-21,Customer_218,CABA,Adidas Predator,Boots,160000,3,480000,Martin,Instagram,Cancelled,Cash
1102,2024-03-14,Customer_31,Buenos Aires,Adidas Predator,Boots,160000,1,160000,Lucas,MercadoLibre,Pending,Transfer
1103,2024-11-07,Customer_207,Olivos,Compression Shorts,Shorts,35000,3,105000,Martin,Referral,Pending,Transfer
1104,2025-03-18,Customer_166,San Isidro,Training Pants,Training,62000,1,62000,Lucas,WhatsApp,Closed,Cash
1105,2024-01-22,Customer_345,Olivos,Gym Hoodie,Training,85000,2,170000,Martin,WhatsApp,Closed,Debit
1106,2025-03-28,Customer_143,Buenos Aires,Training Jacket,Training,78000,3,234000,Martin,Referral,Cancelled,Debit
1107,2024-12-22,Customer_210,Olivos,River Jersey,Jersey,56000,2,112000,Lucas,WhatsApp,Closed,Credit Card
1108,2025-05-22,Customer_148,Vicente Lopez,Training Shorts,Shorts,28000,3,84000,Martin,WhatsApp,Pending,Transfer
1109,2024-11-27,Customer_60,Vicente Lopez,Puma Future,Boots,138000,1,138000,Martin,WhatsApp,Cancelled,Debit
1110,2024-07-11,Customer_266,Olivos,Training Shorts,Shorts,28000,1,28000,Martin,Referral,Cancelled,Debit
1111,2024-07-27,Customer_137,San Isidro,Captain Armband,Accessories,10000,1,10000,David,MercadoLibre,Pending,Debit
1112,2024-09-02,Customer_82,Olivos,River Jersey,Jersey,56000,1,56000,Martin,WhatsApp,Cancelled,Debit
1113,2024-04-26,Customer_237,CABA,River Jersey,Jersey,56000,1,56000,Martin,Instagram,Pending,Credit Card
1114,2024-10-06,Customer_213,Vicente Lopez,Training Jacket,Training,78000,3,234000,Lucas,Instagram,Pending,Cash
1115,2025-06-04,Customer_70,CABA,Training Shorts,Shorts,28000,1,28000,Lucas,Referral,Pending,Credit Card
1116,2024-10-16,Customer_153,San Isidro,Sports Backpack,Accessories,26000,1,26000,Martin,Referral,Closed,Debit
1117,2024-12-19,Customer_171,San Isidro,Training Jacket,Training,78000,2,156000,Martin,Referral,Pending,Credit Card
1118,2024-09-01,Customer_293,Vicente Lopez,Sports Backpack,Accessories,26000,1,26000,David,Referral,Closed,Credit Card
1119,2025-01-25,Customer_198,Buenos Aires,Football Socks,Accessories,12000,2,24000,Lucas,WhatsApp,Closed,Credit Card
1120,2025-03-26,Customer_52,San Isidro,Sports Backpack,Accessories,26000,1,26000,Lucas,WhatsApp,Cancelled,Cash
1121,2024-06-07,Customer_39,Vicente Lopez,Training Shorts,Shorts,28000,3,84000,Lucas,MercadoLibre,Cancelled,Debit
1122,2024-12-02,Customer_346,San Isidro,Gym Hoodie,Training,85000,1,85000,Lucas,MercadoLibre,Cancelled,Debit
1123,2024-02-06,Customer_317,CABA,Sports Backpack,Accessories,26000,2,52000,David,MercadoLibre,Closed,Transfer
1124,2024-04-12,Customer_228,Buenos Aires,Training Shorts,Shorts,28000,1,28000,Martin,MercadoLibre,Closed,Transfer
1125,2024-10-27,Customer_184,Olivos,Puma Future,Boots,138000,1,138000,Lucas,Instagram,Closed,Debit
1126,2024-07-03,Customer_88,Buenos Aires,Training Pants,Training,62000,3,186000,David,Referral,Cancelled,Cash
1127,2024-05-26,Customer_119,Vicente Lopez,Compression Shorts,Shorts,35000,2,70000,Martin,MercadoLibre,Pending,Credit Card
1128,2025-04-21,Customer_148,San Isidro,Gym Hoodie,Training,85000,1,85000,David,WhatsApp,Pending,Credit Card
1129,2025-03-10,Customer_129,Vicente Lopez,Training Pants,Training,62000,1,62000,Lucas,Instagram,Pending,Debit
1130,2025-01-25,Customer_293,Olivos,River Jersey,Jersey,56000,1,56000,Martin,MercadoLibre,Cancelled,Credit Card
1131,2025-02-09,Customer_141,CABA,Boca Jersey,Jersey,55000,3,165000,Martin,WhatsApp,Cancelled,Debit
1132,2024-08-23,Customer_311,Olivos,Sports Backpack,Accessories,26000,1,26000,David,Instagram,Cancelled,Credit Card
1133,2024-05-20,Customer_322,CABA,Gym Hoodie,Training,85000,3,255000,Martin,WhatsApp,Pending,Debit
1134,2025-01-08,Customer_68,CABA,Boca Jersey,Jersey,55000,2,110000,Lucas,MercadoLibre,Cancelled,Debit
1135,2024-05-15,Customer_277,Olivos,Argentina Jersey,Jersey,65000,1,65000,Martin,MercadoLibre,Closed,Credit Card
1136,2024-10-29,Customer_174,CABA,Sports Backpack,Accessories,26000,2,52000,Lucas,WhatsApp,Closed,Cash
1137,2025-02-10,Customer_286,Olivos,Sports Backpack,Accessories,26000,3,78000,David,Referral,Closed,Credit Card
1138,2025-04-10,Customer_189,Olivos,Training Jacket,Training,78000,1,78000,Martin,Referral,Cancelled,Credit Card
1139,2024-08-27,Customer_242,CABA,River Jersey,Jersey,56000,3,168000,Martin,MercadoLibre,Cancelled,Cash
1140,2025-04-20,Customer_155,Vicente Lopez,Gym Hoodie,Training,85000,1,85000,David,Instagram,Closed,Transfer
1141,2024-04-28,Customer_50,Buenos Aires,Adidas Predator,Boots,160000,2,320000,Martin,Instagram,Pending,Debit
1142,2025-03-05,Customer_301,Buenos Aires,Puma Future,Boots,138000,3,414000,Lucas,WhatsApp,Pending,Debit
1143,2025-01-14,Customer_112,Vicente Lopez,Adidas Predator,Boots,160000,1,160000,Lucas,Instagram,Pending,Transfer
1144,2025-01-02,Customer_32,Vicente Lopez,Gym Hoodie,Training,85000,1,85000,Lucas,Instagram,Closed,Debit
1145,2024-08-05,Customer_329,San Isidro,River Jersey,Jersey,56000,3,168000,David,WhatsApp,Pending,Cash
1146,2024-07-29,Customer_36,San Isidro,Argentina Jersey,Jersey,65000,2,130000,David,Instagram,Closed,Credit Card
1147,2024-01-03,Customer_142,Buenos Aires,Captain Armband,Accessories,10000,1,10000,David,MercadoLibre,Closed,Transfer
1148,2024-05-14,Customer_8,Olivos,Gym Hoodie,Training,85000,1,85000,David,MercadoLibre,Closed,Cash
1149,2024-05-09,Customer_216,San Isidro,Adidas Predator,Boots,160000,1,160000,David,WhatsApp,Pending,Debit
1150,2025-06-09,Customer_304,CABA,Captain Armband,Accessories,10000,1,10000,Lucas,Instagram,Cancelled,Transfer
1151,2025-06-17,Customer_155,Vicente Lopez,Football Socks,Accessories,12000,3,36000,Martin,WhatsApp,Closed,Debit
1152,2025-03-12,Customer_56,Vicente Lopez,Sports Backpack,Accessories,26000,2,52000,Martin,Referral,Closed,Transfer
1153,2024-05-31,Customer_34,Buenos Aires,Puma Future,Boots,138000,2,276000,Lucas,MercadoLibre,Pending,Credit Card
1154,2025-03-16,Customer_51,CABA,Compression Shorts,Shorts,35000,2,70000,Martin,Instagram,Pending,Debit
1155,2024-12-13,Customer_233,Vicente Lopez,Nike Mercurial,Boots,145000,2,290000,Lucas,WhatsApp,Pending,Debit
1156,2024-09-18,Customer_192,Buenos Aires,Puma Future,Boots,138000,3,414000,Martin,Referral,Closed,Transfer
1157,2024-04-05,Customer_222,CABA,Sports Backpack,Accessories,26000,1,26000,Martin,MercadoLibre,Closed,Transfer
1158,2024-12-03,Customer_344,CABA,Training Pants,Training,62000,2,124000,Lucas,MercadoLibre,Cancelled,Debit
1159,2024-02-22,Customer_148,San Isidro,Sports Backpack,Accessories,26000,3,78000,Lucas,MercadoLibre,Closed,Cash
1160,2025-05-08,Customer_115,CABA,Argentina Jersey,Jersey,65000,3,195000,Lucas,MercadoLibre,Closed,Credit Card
1161,2025-03-15,Customer_288,San Isidro,Training Pants,Training,62000,1,62000,Martin,WhatsApp,Cancelled,Credit Card
1162,2024-10-06,Customer_159,Olivos,Boca Jersey,Jersey,55000,1,55000,Lucas,WhatsApp,Closed,Cash
1163,2025-02-14,Customer_36,Buenos Aires,Training Pants,Training,62000,3,186000,Martin,WhatsApp,Closed,Cash
1164,2025-04-09,Customer_175,Buenos Aires,Training Shorts,Shorts,28000,2,56000,Lucas,MercadoLibre,Cancelled,Credit Card
1165,2024-03-27,Customer_27,Buenos Aires,Captain Armband,Accessories,10000,2,20000,David,WhatsApp,Cancelled,Transfer
1166,2025-03-10,Customer_249,San Isidro,Adidas Predator,Boots,160000,2,320000,Lucas,Referral,Pending,Cash
1167,2024-04-26,Customer_177,Vicente Lopez,Captain Armband,Accessories,10000,2,20000,David,MercadoLibre,Cancelled,Debit
1168,2024-11-11,Customer_24,Buenos Aires,Training Jacket,Training,78000,3,234000,Lucas,WhatsApp,Closed,Cash
1169,2024-05-20,Customer_131,Olivos,Adidas Predator,Boots,160000,1,160000,Lucas,WhatsApp,Closed,Debit
1170,2024-06-28,Customer_67,Vicente Lopez,Football Socks,Accessories,12000,2,24000,Martin,Instagram,Cancelled,Credit Card
1171,2024-02-13,Customer_224,CABA,River Jersey,Jersey,56000,2,112000,Lucas,WhatsApp,Pending,Debit
1172,2025-03-03,Customer_149,CABA,Training Pants,Training,62000,2,124000,Lucas,WhatsApp,Pending,Cash
1173,2025-04-16,Customer_186,CABA,Captain Armband,Accessories,10000,2,20000,Lucas,WhatsApp,Closed,Debit
1174,2025-06-20,Customer_41,Vicente Lopez,Training Pants,Training,62000,2,124000,Lucas,MercadoLibre,Closed,Credit Card
1175,2024-03-19,Customer_262,CABA,Captain Armband,Accessories,10000,1,10000,Martin,Instagram,Pending,Credit Card
1176,2024-05-31,Customer_121,CABA,Football Socks,Accessories,12000,3,36000,David,MercadoLibre,Closed,Cash
1177,2024-03-18,Customer_91,Vicente Lopez,Training Pants,Training,62000,1,62000,Lucas,Referral,Cancelled,Credit Card
1178,2024-11-19,Customer_78,Vicente Lopez,Sports Backpack,Accessories,26000,3,78000,David,Referral,Pending,Credit Card
1179,2024-02-27,Customer_181,San Isidro,Captain Armband,Accessories,10000,1,10000,David,MercadoLibre,Pending,Debit
1180,2025-01-12,Customer_147,CABA,Boca Jersey,Jersey,55000,1,55000,Martin,WhatsApp,Cancelled,Debit
1181,2024-02-12,Customer_231,San Isidro,Compression Shorts,Shorts,35000,2,70000,Martin,Instagram,Pending,Debit
1182,2024-03-04,Customer_231,CABA,Training Jacket,Training,78000,1,78000,Lucas,WhatsApp,Cancelled,Cash
1183,2025-03-24,Customer_225,San Isidro,Boca Jersey,Jersey,55000,1,55000,Martin,Instagram,Pending,Credit Card
1184,2025-02-22,Customer_174,San Isidro,Adidas Predator,Boots,160000,2,320000,David,MercadoLibre,Closed,Credit Card
1185,2025-01-30,Customer_146,Olivos,River Jersey,Jersey,56000,2,112000,Martin,Instagram,Pending,Transfer
1186,2024-05-24,Customer_180,Olivos,Training Pants,Training,62000,3,186000,Martin,Referral,Closed,Transfer
1187,2025-01-20,Customer_330,Olivos,Adidas Predator,Boots,160000,2,320000,David,WhatsApp,Cancelled,Debit
1188,2024-01-19,Customer_186,Olivos,Training Jacket,Training,78000,1,78000,David,Instagram,Pending,Debit
1189,2024-05-20,Customer_80,CABA,Nike Mercurial,Boots,145000,1,145000,Lucas,WhatsApp,Cancelled,Transfer
1190,2024-05-14,Customer_306,Vicente Lopez,Gym Hoodie,Training,85000,1,85000,David,Instagram,Closed,Cash
1191,2024-02-14,Customer_211,Olivos,Football Socks,Accessories,12000,2,24000,Martin,Instagram,Pending,Credit Card
1192,2025-04-04,Customer_120,San Isidro,Captain Armband,Accessories,10000,3,30000,David,MercadoLibre,Pending,Cash
1193,2025-03-27,Customer_237,Olivos,Puma Future,Boots,138000,3,414000,Lucas,Referral,Closed,Cash
1194,2024-05-21,Customer_129,CABA,Captain Armband,Accessories,10000,2,20000,Martin,Referral,Pending,Transfer
1195,2024-05-07,Customer_146,CABA,Football Socks,Accessories,12000,2,24000,David,MercadoLibre,Pending,Cash
1196,2024-04-03,Customer_114,Vicente Lopez,Sports Backpack,Accessories,26000,2,52000,Lucas,WhatsApp,Pending,Transfer
1197,2025-01-17,Customer_121,Vicente Lopez,Training Shorts,Shorts,28000,2,56000,David,MercadoLibre,Closed,Transfer
1198,2024-12-09,Customer_75,Buenos Aires,Puma Future,Boots,138000,1,138000,David,MercadoLibre,Pending,Cash
1199,2025-04-25,Customer_230,San Isidro,Captain Armband,Accessories,10000,3,30000,David,WhatsApp,Closed,Credit Card
1200,2025-06-24,Customer_217,CABA,Nike Mercurial,Boots,145000,1,145000,Lucas,Instagram,Pending,Transfer
1201,2025-03-05,Customer_328,San Isidro,Boca Jersey,Jersey,55000,1,55000,Lucas,WhatsApp,Closed,Debit
1202,2024-01-17,Customer_324,San Isidro,Training Pants,Training,62000,2,124000,Martin,Instagram,Cancelled,Cash
1203,2024-01-02,Customer_315,Olivos,Adidas Predator,Boots,160000,2,320000,David,Referral,Closed,Transfer
1204,2024-03-10,Customer_270,San Isidro,Training Jacket,Training,78000,1,78000,Martin,WhatsApp,Pending,Debit
1205,2025-01-31,Customer_192,Olivos,Boca Jersey,Jersey,55000,3,165000,Martin,WhatsApp,Pending,Transfer
1206,2024-04-16,Customer_298,Olivos,Puma Future,Boots,138000,1,138000,David,WhatsApp,Pending,Credit Card
1207,2024-06-28,Customer_238,Vicente Lopez,Sports Backpack,Accessories,26000,3,78000,Martin,Instagram,Closed,Transfer
1208,2024-02-07,Customer_151,Buenos Aires,Football Socks,Accessories,12000,2,24000,David,Instagram,Closed,Credit Card
1209,2025-02-11,Customer_279,Vicente Lopez,Adidas Predator,Boots,160000,2,320000,Lucas,WhatsApp,Cancelled,Cash
1210,2024-02-18,Customer_336,Olivos,Adidas Predator,Boots,160000,1,160000,Lucas,WhatsApp,Pending,Debit
1211,2025-03-26,Customer_198,Olivos,Training Shorts,Shorts,28000,3,84000,David,Referral,Cancelled,Debit
1212,2024-09-30,Customer_43,Vicente Lopez,Puma Future,Boots,138000,2,276000,David,Referral,Cancelled,Cash
1213,2024-11-24,Customer_53,CABA,Training Jacket,Training,78000,1,78000,Lucas,MercadoLibre,Pending,Debit
1214,2025-03-12,Customer_86,Vicente Lopez,Training Pants,Training,62000,3,186000,Lucas,Referral,Closed,Credit Card
1215,2024-10-08,Customer_328,CABA,Training Pants,Training,62000,2,124000,David,Referral,Pending,Cash
1216,2025-03-24,Customer_18,Buenos Aires,Boca Jersey,Jersey,55000,1,55000,David,Instagram,Cancelled,Credit Card
1217,2024-02-03,Customer_310,Buenos Aires,Puma Future,Boots,138000,2,276000,Martin,Referral,Pending,Credit Card
1218,2024-05-20,Customer_272,Olivos,Compression Shorts,Shorts,35000,1,35000,Lucas,MercadoLibre,Cancelled,Credit Card
1219,2024-01-27,Customer_96,Vicente Lopez,Nike Mercurial,Boots,145000,1,145000,Martin,Referral,Cancelled,Transfer
1220,2025-04-01,Customer_110,San Isidro,Adidas Predator,Boots,160000,1,160000,Lucas,Referral,Closed,Transfer
1221,2025-04-07,Customer_89,Vicente Lopez,Argentina Jersey,Jersey,65000,1,65000,David,MercadoLibre,Cancelled,Credit Card
1222,2024-10-24,Customer_154,Buenos Aires,Football Socks,Accessories,12000,1,12000,Martin,Instagram,Pending,Cash
1223,2024-05-22,Customer_122,Vicente Lopez,River Jersey,Jersey,56000,1,56000,David,MercadoLibre,Cancelled,Credit Card
1224,2024-05-12,Customer_314,CABA,Compression Shorts,Shorts,35000,2,70000,David,MercadoLibre,Pending,Debit
